Kommentaari ID,Kommentaar,Meelsus
564,"Tellisin neljapäeva õhtul, siis saavad reedel kauba ära saata ja lubatud tarneajaga 1-2tp saan hiljemalt esmaspäeval kätte. Teisipäeval ikka vaikus, telefoni vastu ei võeta, mailile ei vastata. Kolmapäeval päeval helistati kullerfirmast ja lubati pakk õhtul ära tuua, minu kirjutatud märkusest, et ootan kaupa hommikul enne 12.00, ei teadnud nad midagi. Õhtul muud tegemised, eks näeb millal paki kätte saab.",Negatiivne
566,Ei soovita läbi netipoe midagi osta !! Näitab kaupa ''laos'' aga kohal pole. Riigikeele võiks need russid ka ära õppida.,Negatiivne
567,Selle firma tarneajad ei vasta tegelikkusele ja teenindus on suhteliselt olematu tasemega.,Negatiivne
568,"Ärge ostke midagi nende kaudu, meie pere peab ajama tarbijakaitse kaudu oma raha taga. Tellimus tehtud, raha läinud, aga kaupa ei ole. Telefonidele ei vasta, meilidele ei vasta. Hoidke palun eemale!",Negatiivne
569,"sain hdmi adapteri 90 kraadi alla, mujal vaid yles :) ",Positiivne
571,Sellel aastal fotokas ja televiisor tellitud nende kaudu ja ei saa midagi halba öelda nende kohta. Kaup kohal mõlemal korral järgmine päev ja toodud otse koju ka.,Positiivne
574,"Tellisin mitu asja, olid väga vastutulelikud ja jätsid igatepidi positiivse mulje.",Positiivne
576,"kaupa tasub siis osta kui kaup on kohal.OK:maksad ära ja jääd ootama.....vahepeal võib juhtuda,et tuleb uus põlvkond tooteid või hinnad trastiliselt alanevad.Jõulude aegu ostad,jaanipäevaks kohal,aastanumber aga tuleb täpsustada.",Neutraalne
577,"Muidu positiivne teenindus ainult telefoni ei taheta vastu vÃµtta helistasin sinna  terve pÃ¤ev kogu aeg tel kinni vÃµi vastu ei vÃµeta, nii kui maili saatsin siis tuli vastus  minutiga?",Positiivne
578,Väga mõistlik koht. WD Live oli hetkel soodsaima hinnaga ja samal päeval sain kätte.,Positiivne
579,ostjatele: võiksite kaaluda selle firmaga tegemist tehes kas hoida kokku 20 eeku või oma närve ... valik teie enda otsustada.,Neutraalne
582,Hind on kohapeal hoopis teine mis e-poes. Olen pettunud. Kaup muidu korralik ja teenindus viisakas.,Neutraalne
583,"Ostsin 2 mälupulka sealt, kõik korras.",Positiivne
585,Huvitav palju on eelnevatest komenteerijatest need inimesed kes ise töötavad seal ja kiidavad nüüd ??,Neutraalne
587,"Head hinnad ja suurepärane teenindus, kuid firma saadab oma kauba DPD kulleri kaudu, kes ei oska organiseerida oma tööd ja nahaalselt suhtlevad kliendiga. Tellisin teleri mis maksab 20000 eek, pärast ootasin 2 nädalat ja ost tekitas vastiku tunde. Hea firma aga on vaja vahetada kullerfirmat.",Negatiivne
588,"lubatud 1 tp-st on juba 4 saamas, kuid... lootus sureb viimasena. võibolla force majeur.",Neutraalne
592,Tellisin neilt hiire.... cyber snipa silencer. Nägin kurja vaeva sobiva mati otsimisel aga lõpuks leidsin steelseries-i padja. Nüüd väga rahul.,Positiivne
593,Sellest veebipoest tellisin ma esimest korda ja ei pidanud pettuma. Tellimuse protsessist hea ülevaade ning müüja poolt pidev tagasiside tellimuse staatusest. Olen tulemusega rahul.,Positiivne
594,eem kas ma pean selgitusse kh midagi lisama kui arvet tasun w???,Neutraalne
596,"Siin võiks ka ära muuta firma info, et nad asuvad nüüd aadressil Mustamäe tee 44",Neutraalne
597,"Sain väga viisaka teeninduse osaliseks. Hiljuti sai veebi kaudu ostetud digikaamera Pentax Optio H90. Kättesaamisel panin aku laadima vastavalt kasutusjuhendile, kuid selgus, et see ei toimi ja aku jääb peale laadimist tühjaks. Järgmisel päeval pöördusin müügisalongi palvega vahetada kaup uue vastu või vähemalt asendada ajutisega. Tegemist oli oodatud sünnipäevakingitusega. Müüja naeratas vastutulelikult ja oli igati positiivne tütarlaps, aga vahetusest ja asendamisest keeldus. Selle asemel lubas ta saata katkise laadija koos kaameraga neljaks nädalaks ekspertiisi (teenindusesse). Ta selgitas lahkelt, et selline on kord, et ka värskelt müüdud kuid vigased tooted vaadatakse spetsialistide poolt kõigepealt üle ja siis otsustatakse kas parandada või vahetada. ",Positiivne
598,"Kiire teenindus. Jättis igati positiivse mulje. Soovitan kõigile, kel huvi mõni vidin arvutile osta.",Positiivne
599,Kirjadele vastati kohe ja tähtaegadest peeti kinni. Kuigi selle käigus kui toodet lattu ootasin langes hind ca 500.- mis minule ei kehtinud. Oleks võinud vastu tulla.,Neutraalne
602,"Kaup ja hinnad head, teenindus nigelapoolne. Valesti ostetud/müüdud kauba (ENG sildiga karbis RUS klaviatuur) ümbervahetamine (ENG vastu) osutus võimatuks sooviks täita...",Neutraalne
603,Tellisin jõulukingi...kõik igati OK ,Neutraalne
604,"Väga kiire, mäng tuli alla 24h kohale, (Y)! ",Positiivne
607,"Kõike head korraga ei saagi, peamine peaks ikka hind olema. ",Neutraalne
608,"Kaks korda tellinud sellest poest, ainult head sõnad teeninduse kohta.",Neutraalne
609,-10,Negatiivne
610,HALB peale ostukorvi ära saatmist läks 30 min mööda helistati ja öeldi et tegelikult on antud toode 2000krni kallim.,Negatiivne
613,Viisakas teenindus. Küsimustele vastatakse kiirelt. Soovitan kõigile!,Positiivne
615,Euro tulekuga on hinnad suuremad,Neutraalne
616,"Tellisin arvutile uue korpuse, kliendiga suhtlemine on 5+.",Positiivne
617,"See on tosi,et hinnad tousnud.Kui teised poed umardasid allapoole,siis FLEX Sulearvutikeskus on ulespoole umardanud.",Negatiivne
618,"Huvitav,ma alles kahtlen,kust osta Ipadi...siin on jube kallis,aga mujal tehakse maha,...",Neutraalne
619,"Kauba kättesaamine võµttis lubatud 1-3 tp asemel 15 tp, kusjuures lisandus tasu kullerteenuse eest, mida ma ei tellinud. 3 korda küsisin selle aja jooksul infot kauba saabumise kohta, lubati teatada, aga seda ei tehtud. Jutt siis netipoest tellitud kaubast. Kaup lõpuks kohal, aga hiinast tellides tuleb tavaliselt kiiremini! Netipoodi ei saa soovitada!",Negatiivne
620,"Euro hinnad on eriti tuimalt täsarvudeks ümardatud. Kindel ei saa olla, aga vaevalt, et kliendi kasuks. Enam sealt ei telli.",Negatiivne
621,"Väga kiire teenindus, hea kaubavalik ning kiire toimetamine. ",Positiivne
625,Tellisin emaplaadi. Kõik sujus kiirelt ja kenasti.,Positiivne
627,Kaup tuli kiirelt kohale...,Neutraalne
629,"pupu, me ümmardasime €-hinnad nii:",Positiivne
630,Teistkordne klient juba ning igati rahul. 5+,Positiivne
631,"Korralik teenindus, võib soovitada.",Positiivne
633,"Plaat käes, asi käis kiiresti ja mingeid probleeme polnud. Kindlasti soovitan!",Positiivne
637,"Mõtetu pood kurat, lubatakse 2-3 päevaga et tuleb poodi toode kohale kui mul on makstud aga preagu ootan juba vähemalt nädal aega oma värki, telefoni ka türad vastu ei võta ning mailidele ka ei vasta, mida vittu nagu...",Negatiivne
639," Lemmik epood, mulle meeldib suur valik, õiged hinnad,ja kiire kohaletoimetamine.",Positiivne
640,"Ostsin sealt kaamera. Kõik oli suurepärane. Teenindus meeldiv, hind parim, e-mailidele vastatakse paarikümne minuti jooksul. Soovitan!",Positiivne
641,"Pakud firmale 680€ raha, aga nemad ei taha.",Negatiivne
643,"Ostsin arvuti, tuli kohale umbes nädal aega peale tellimist, esimene kord, emaplaat katki, saatsin garantiise nädal aega ootamist, tuli tagasi ja töötas. 2 nädalat hiljem, toiteblokk surnud. ",Neutraalne
645,"Otsin arvuti, tuli kohale, asi ei tööta, saatsin tagasi, garantii jms. veel ikkagi. Tuli välja, emakaardilt üks toitejuhe ühendamatta jäänud. 2 nädalat peale seda läks arvutil mis oli ATF komplekt toiteblokk läbi, kuna arvuti võimsus vajas ka tugevamat toiteblokki. ",Negatiivne
647,"Tellisin sülearvuti, kaup kenasti käes ja kõik korras, teenindus ka hea.",Positiivne
648,"Tellitud kaup kohe laos olemas ning järgmiseks päevaks ka ELS kulleriga kätte toodud. Hind hea, teenindus meeldiv, soovitan kõigile.",Positiivne
649,"head hinnad ja kiire tagasiside, kindlasti ei jÃ¤Ã¤ minu videokaardi ost viimaseks siit poest.",Positiivne
651,Soodsan hinnad ja kiire reageerimine meilidele!,Positiivne
652,"Modicomp.ee on HV andmete järgi kõige soodsam netipood, millest WD MyBook Live tellida. Pixmania hinnast suisa 25 eurot odavam. Neljapäeval tellisin ning juba teisipäeva õhtuks toodi karp ukse taha. Väga meeldiv!",Positiivne
653,"Sai tellitud sülearvuti 1EUR eest :) , homme paistab kas õnneloos naeratas ;)  ",Positiivne
656,"Juba mitmendat korda ostnud sealt arvutile juppe, alati positiivne kogemus (Y)",Positiivne
657,"Tellisin mõned kettad. Tulid mõistliku aja jooksul kohale. Tahaks loota, et edaspidi sama OK.",Positiivne
658,"Paistab, et ülalolevad positiivsed kommentaarid on antud firma oma töötajate poolt. Telefoni tõstetakse pärast 3-4 kordset helistamist. Selleks, et lihtsale küsimusele vastus saada, tuleb teha kirjalik järelpärimine, millele vastatakse alles siis kui ise tagasi helistad.",Negatiivne
659,"Küsimus oli tõesti lihtne - kas konkreetsel läpakal on eesti klaviatuur. Ja vastust ootasin 4 päeva, enne kui tagasi hekistasin. ",Negatiivne
662,"Ei soovita seda firmat. Kuu aega ootasin, kuna lubati kõvaketast. Ikka see nädal tuleb ja 3 päeva pärast tuleb. Ja soodsama hinnaga kui mujal. Lõpuks peale kuu aega ootamist võeti ka telefoni number, et 3 päeva jooksul tulevad ja kohe helistame Teile. Kui see aeg jälle mööda sai ja ise helistasin, siis öeldi, et ei tulegi enam neid kõvakettaid ja see ei sõltu üldse neist, kui neile lubati! Väga nõme käitumine. Just nädal tagasi küsisin, et öelge kindlalt, kas tulevad, sest ma ei taha enam oodata ja ostan siis mujalt kallimalt. Ning lubati et kindlasti tulevad ja saab ikka sama hinnaga, mis lubatud. ",Negatiivne
665,Mulle jäi ka positiivne mulje.,Positiivne
670,Positiivne kogemus. Sain kauba kiirelt kätte ja olen rahul.,Positiivne
672,"Tellisin teleri, teenindus oli väga hea, kaup oli aus ja kohal 24h . Tellin ka edaspidi.",Positiivne
674,"Kaup paari päevaga käes, teenindus korralik, valik hea. Võib julgelt soovitada.",Positiivne
677,Tellisin Teleri 37-se kÃµik kÃ¤is kiiresti ja hÃ¤sti. Minu poolt 5+.,Positiivne
680,"Esimest korda tellisin ja kõik tundub ok. Müüvad palju sellist arvutikraami mida mujalt eestist osta kahjuks ei saa. Teenindus on hea ja tellimuse edenemine on hästi jälgitav. Tundub, et tulevikus kasutan kindlasti veel nende teenuseid ;)",Positiivne
682,"Pokupal v etoi firme televizor. Ostalsya dovolen - nedorogo, bystro, vezlivoye obslizivanie. Odno zame4anie - ne produmana rabota internet-magazina(process zakaza-oplaty o4en zaputan). Vsjo ostalnoe - poryadok!",Positiivne
683,"Soovisin täpsustada toodet, mille kohta oli koduleheküljel vastuolulised kirjeldused (info oli mõeldud teise mudeli kohta). Kui palusin täpsustada, mis on korrektsed andmed, hakkas teenindaja kohe õigustama, et nemad ei pea teadma, mis info kodukal on. Kõige eest pidavat vastutama tootejuht. Huvitav, mida klient peab siis sel puhul tegema?  Kui ma palusin täpsustada, mis on täpsed andmed, ütles see naisterahvas, et ma lihtsalt ei telliks seda toodet. Ma ikkagi tahtsin, et mulle siis edastatakse õige info antud toote kohta. Aga naisterahvas ütles, et ma ise seda otsiksin. Teleonivestluse alguses oli kohe aru saada, et tädi pole väga professionaalne. Jäi mulje nagu ta tahab ainult oma vigast kodukat õigustada ja selle asemel, et otsiks mulle lahendusi ja tänaks, et teatasin vigadest, hakkas lõpuks peaaaegu karjuma. Väga ebaviisakas. ",Positiivne
684,"PS! Kuna teenindaja kamandas, et ma ise otsiksin korrektse info toote kohta, siis seda ma ka tegin. Ja üllatus! Sellist toodet pole olemas! Tootja kodukal igatahes mitte.",Positiivne
685,"ma ei tellinud nendelt midagi.üks kord avastasin nende lehelt sobiva asja.küsisin,kas homme saab?vastuse sai ime kiiresti ja anti juhiseid kuidas poeni jõuda,sest ma mainisin,et minu kandis on rasked teeolud.läksin sinna.müüa(arvuti taga onu) teenindas mind vaid üks minut.ja jälle läks kübermaailmasse.vahva pood.ime et nad üldse paljaks ei ole röövitud)))",Positiivne
686,"Tahtsin tellida Sigma 650 eurot maksvat objektiivi rõhutasin, et kas saaksin kiiresti arve et ära maksta. saatsin korduvaid meeldetuletusi  2päeva jooksul. Olin juba vihane ja kirjutasin et kas nad on oma teendindukultuuriga 85-s aastas. Tuli vastus et saadame teile arve teinekord.",Neutraalne
687,Märt | 01.03.2011 16:39,Neutraalne
690,"head hinnad ja kiire teenindus, sai razeri rott ostetud sealt.",Positiivne
692,"Positiivne kogemus. Oli vaja spetsiifilist koprust, kuigi päris seda õiget mulle kohe ei osatud soovitada, siis erinevalt paljudest teistest viitsiti minuga tegeleda. Aga anti suund kätte ja tänu neile ledisin oma korpuse HD160PLUS ja olen igati rahul. Kaup toodi koju ka kenasti aega läks 8 päeva. minna võis max 10, seega läks ka kenasti piiridesse :)",Positiivne
694,"Veikoga nõus,peale tellimist öeldi,et kaup hulga kallim kuyi hinnavaatluses kirjas.",Negatiivne
696,"Olen sealt varem ostnud ning sai kogu asi tehtud e-maili teel. Kaup hea (hind soolane, aga mis teha kui tahad midagi keegi teine eestis ei paku). Nüüd aga ei suuda kuidagi nende kodulehelt tellimust sisse anda. Ostukorv neil on aga asju ei saa sisse panna. Kui keegi oskab juhendada kuidas seda teha, siis ma oleks tänulik.",Neutraalne
697,"Tellisin termopastat, kõik positiivne!",Positiivne
698,"Товар не отправили как обещали, статус заказа не изменили, на телефон не отвечают. Мошенники!!!",Negatiivne
699,"Hiljuti ostsin televisiorit 40c530. Sain teleka samal päeval mõni tunni jooksul. käisin ise kohapeal, ning tasusin kaardiga ära. olen väga rahul. Soovitan!",Positiivne
703,Olen nüüd kahel korral suht järjest sealt mingeid juppe ostnud.,Positiivne
704,"Kas sellel ettevõttel läheb tõesti nii hästi? K olm meesterahvast istuvad oma laudade taga, pood on kliente täis, aga nemad istuvad kivi näoga laua taga edasi ja lihtsalt ei teeninda klienti. Minul jäigi arvuti soetamata!",Neutraalne
709,Vahva karujõmm,Neutraalne
710,"Neid asju, mida pole maaletooja laos, reaalselt saada korvi lisada ei saa. Rohelisega on need, mis on laos ja tellitavad. Alati saab saata täpsustava emaili meile info küsimiseks aadressil info@surfdata.ee Komplekti jms ostes saab alati ka soodustust :)",Neutraalne
711,"Tellisin kõvaketta (WD Scorpio Black 500 GB), mis pidi laos olemas olema, ja tasusin arve kohe. Viis päeva hiljem kirjutasin ja küsisin, mis seisus tellimus on. Vastati, et seda kõvaketast pole üldse võimalik tarnida ja pakuti asendusvariante. Kui selle peale raha tagasi küsisin, lubati seda teha alles 30 päeva jooksul. Hetkel veel ootan. Kõvaketas on aga kodulehe andmetel ikka veel kohal.",Negatiivne
712,"Just tellisin sealt teleri 42le5300.Eile ennelõunal tellisin,täna lõuna paiku oli kuller telekaga ukse taga.Kusjuures tarneaadress Tallinnast suht kaugel maapiirkonnas. Tellimine seejuures väga lihtne, registreerid kasutajaks ja võidki tellimuse teele panna. Kohe helistab härra tagasi ja teatab, et kaup ja arve pannakse paari tunni jooksul teele.Ei pidanud ka ilmtingimata ette tasuma. Igal juhul soovitan!!! ",Positiivne
713,Ostsin 46 LED samsung c6500.Sain kiiresti kätte soovitan kõigile nii kui firma nii kui telekat,Neutraalne
714,"Tellimus kodunt, raha üle kantud, tooted kiirelt käes, kaup korras ja soodsaim Eestis. Pöidlad püsti.",Positiivne
715,No mina enam elusees Photopointi ei lähe!,Neutraalne
716,"Olen kaks ketast tellinud (Intel X25-M G2 ja WD Scorpio Black), mõlemad on kiiresti kohale jõudnud. Ainus soov oleks, et kliendile antaks ka teada, kui kaup on teele pandud. Muidu hea ja usaldusväärne firma.",Positiivne
717,"Järjekordne ost ja positiivne kogemus, kaup paari päevaga kätte ja sooduskupongi süsteem samuti igati meeldiv lisa.",Positiivne
720,"Teenindus suhtlemisel hea ja viisakas, ning kiire. Kauba kättesaamine võttis lubatust 2 päeva rohkem aega. Arvuti kokkupanekul tehtud imepisike viga, töötamist ei seganud, peale vaadates ka ei paistnud välja. Kaup oli korralik ja täpselt see, mis tellisin. Tehti pisike allahindlus isegi. Üldiselt soovitan.",Positiivne
721,Olen rahul koik toimis naq pidi toimima 1 tp oli kaup kohal. ,Positiivne
723,"Hea töö, kaupa mida soovisime polnud saada, siiski helistati ise hiljem tagasi, meie soovitud kaup õnnestus neil siiski leida vaid väikese lisatasu eest ja kõik nagu lepitud kenasti olemas. ",Positiivne
724,"Hea töö, kaupa mida soovisime polnud saada, siiski helistati ise hiljem tagasi, meie soovitud kaup õnnestus neil siiski leida vaid väikese lisatasu eest ja kõik nagu lepitud kenasti olemas. ",Positiivne
725,Hea teenindus ja nii nagu lepitud kaubad kohale ja asjad tehtud. Puuduvate kaupade puhul kaubad siiski leiti mujalt sama hinnaga ja asjad käisid nii nagu käima peavad. ,Positiivne
726,"Hea töö, kaupa mida soovisime polnud saada, siiski helistati ise hiljem tagasi, meie soovitud kaup õnnestus neil siiski leida vaid väikese lisatasu eest ja kõik nagu lepitud kenasti olemas. ",Positiivne
728,Palju kaupa on veebis ja siin hv-s valede hindadega. Otsisin tinte printerile ja neil segamini originaal ja asendustindid. Telefonitsi küsides läks neil endil ka kaua aega et aru saada mida nad siis lõpuks müüvad. ,Negatiivne
730,Muidu kõik OK aga saatekulu võiks arve tegemise juures kohe sisse panna. Natuke nõme on kui postiljon on ukse taga ning nõuab mingit 4 eurot (ma lihtsalt ei ole inimene kes kannab sularaha kaasas). Aga kaup korralik ja tuli suht kiirelt kohale.,Neutraalne
734,"Pole garanteeritud,et tellitud kaup lubatud aja jooksul kohale jõuab.Järelepärimist tehes öeldakse,et jah, võite järele tulla kaubale (kuigi tellitud on kaup teise Eesti otsa ja kulleri teenuse eest makstud).Klienditeenindaja suhtumine jättis ka soovida. Olen pettunud.",Negatiivne
735,"Olen mitmeid kordi tellinud Galador Grupp´ist, teenindus alati väga kliendisõbralik ja kaup kiirelt käes. Hea ja usaldusväärne firma.",Positiivne
737,Tellisin videokaardi 31. märtsil (Tarneaeg oli 7 tööpäeva ja tähtaeg oli 12. aprill),Positiivne
739,"käisin kohal fotokat ostmas. kohapealne teenindus oli meeldiv, iga küsimuse peale mindi küll uksest välja telefoni teel täpsustust küsima, aga vastused sai.",Positiivne
740,Ei soovita järelmaksuga asju tellida.,Negatiivne
742,"Mait: neidsamu andmeid küsitakse järelmaksuga ostes igal pool. See on rohkem liisingupakkuja kui kaupmehe huvi, vaevalt ükski pood enda tarbeks kliendi perekonnaseisu küsib. Ei kujuta ette, mis ta sellega peale võiks hakata.",Neutraalne
743,Kiire ja asjalik teenindus. Kuller tõi kauba veel laupäeval ära.,Positiivne
744,"Super netipood!Sai tellitud hiir ning kohale toimetati järgmine päev. Lihtsalt super kiire, super mugav ja väga väikse hinna eest (tunduvalt odavam kui ELS ja ka kiirem!) toovad asja ilusti ukse taha!",Positiivne
746,"Tootevalik on hea, hinnad ka head ning teenindus korralik. Aga kodulehel olevatesse kirjeldustesse tasub skeptiliselt suhtuda ja arvuti näitajad kindlasti enne ostu üle kontrollida. Näiteks Core i7-620M on nende jutu järgi 4-tuumaline ja 3,33 GHz taktsagedusega (tegelikult 2-tuumaline ja 2,66 GHz). Ja ekraaniresolutsioonide tähised kipuvad ka tegelikule resolutsioonile mitte vastama. Aga kui kõik olulised näitajad üle kontrollida, võib üsna häid diile leida.",Positiivne
748,Hea kiire suhtlus kaup kiirelt käes igati rahul.,Positiivne
749,"Viis pluss, asuse p8p67 deluxe tuli päevaga kohale. Küsimustele vastati super kiiresti. Igati rahul ja tellin kindlasti ka teinekord. Ahjaa hind oli isegi odavam kui AK lehel.",Positiivne
753,"ostsin samsungi teleka ja võib igati rahule jääda. probleeme ei olnud, teenindus ok ja tarne nagu lubatud. mugav.",Positiivne
754,"Ostsin kaks Aerocool Case Fan Shark Blue Edition LED Fan - 140mm, mida mujal ei pakutud. Juba selle eest pluss punktid!",Positiivne
755,"Helistamisel selgus, et tegelikult tuleb kaup alles paari nädala pärast, kuigi HV-s näitab 1-2 tp",Negatiivne
756,"Julgen soovitada! Ostsin neilt LG 32LE5500 teleri, kaup oli laos olemas ja sain ka kohe samal päeval kätte. Vastutulelik ja meeldiv klienditeenindus. ",Positiivne
757,"Olen tellinud TV ja klaviatuuri. Kaup lubatud ajavahemikus kohal, jäin rahule.",Positiivne
758,tip-top värk kõik töötab ja hind väga ok,Positiivne
760,"Tarneaegadest ei peeta kinni. Hinnad pole enam kõige sootsamad. Olen pikemat aega klient olud, aga rohkem ei telli sealt.",Neutraalne
761,Tarneajaga siiski asi korras:) Muus osas meelt ei muuda.,Neutraalne
763,"Tellisin kraami, 4 päevaga sain asjad kätte. Hinnad normaalsed. Kõik ok.",Positiivne
766,Tellisin laupäeval hiire. Teisipäeva hommikul oli kuller ukse taga. Väga kiire ja konkreetne tehing.,Positiivne
767,"Ostsin neilt fotoaparaadi, kodus selgus et aparaat on defektiga, jättis pildile vertikaalse triibu. Olgugi et nad müüsid mulle defektiga toote ei vahetatud seda ümber vaid saadeti 2 nädalaks remonti...mul oli ainult nädal enne reisile minekut. Soovitan kõigil enne fotoka ostmist kontrollida selle töökorda...selles firmas kliendile vastutuleku poliitika puudub. lisaks ei vasta nad telefoni numbrile esinduses ega peakontoris...ostes selle aparaadi Pentaks optio rs 1000 panin tähele et ta ei olnud sellises olekus nagu ta oleks tehasest tulnud, vahetatud oli esipaneel...ühesõnaga mulle võidi müüa teadlikult defektiga toode !!! Isiklikult ei osta sealt enam ühtegi asja varem olen sealt päris mitu asja ostnud.",Neutraalne
768,Kiire tarne kaupu. Austus teenust. Soovitan. Score 5 +,Positiivne
771,"Ise sammuti hakanud modikompi eelistama, eelkõige kodulehe kasutamise mugavuse ja transpordi kasutamisel just smartposti valiku pärast. Paljudel teistel poodidel pole siia-maani kauba/tellimuse vormistamisel smartposti valikut. Seega järgin reeglit mida siin juba varem  mainitud. Kõigepealt otsin toodet alati modikompist, siis vaatan hinda ja millal kätte saab.",Neutraalne
772,Jällegi tuli kauba tellimisel otsustada modikombi kasuks. Määravaks on kodelehel olevate toodete mugavam otsing (filtreering)ja smartposti kasutamise võimalikkus.,Positiivne
773,"Tahtsin LCD monitori osta. Hinnavaatlus näitas, et neil laos ja hind mõistlik. Kuna aga telefonile keegi ei vastanud ja mailidele tulid veidrad vastused, siis ostsin mujalt ja kallimalt. Ei hakanud kohalegi sõitma.",Negatiivne
775,"Tellisin videokaardi, 2 nädala pärast sain katkise toote ja siis sokutati garantii peale, millega läheb veel kuu. Ei soovita seda firmat",Negatiivne
777,"Tellisin augustis 2010 emaplaadi. Läks veidi üle kuu aja, kuigi kodullehel on kirjas et tarneaeg 2-3 tp. Veebruari(2011) alguses läksin sama platega garantiise, öeldi, et umbes kuuaega läheb, saadavad saksamaale. Ootasin 6 nädalat tegin esimese kõne, öeldi, et tuleb vahetus emaplaat (uuem versioon). Ootasin 2 nädalat veel, helistasin, öeldi et ootavad, näitasin välja kärsitust. ootasin veel nädala, öeldi et ei ole, ütlesin et tahan raha tagasi, öeldi et  tegelevad, nädala aja jooksul on raha olemas. vahepeal jõudsin teisest poest tellida sama emaplaadi, mis tuli kätte kolme päevaga. Nädala pärast helistasin, öeldi et ei saa raha kanda, kuna plate on JUBA teel. Nädala pärast tuli siis kiri et emaplaat on olemas. Läksin kohale anti vastu sama sama mudel mida viisin, uuemast mudelist polnud haisugi, kui küsisin et kus siis uuem mudel on, mis pidi tulema, siis kontroolis miskit arvutist ja öeldi, et kõik on korras ja see on õige asi. Kuna mul oli närv väga mustaks selle kolme kuu jooksul läinud siis võtsin asja ja kadusin. Enam  nendega tegeleda ei taha ja ei soovita ka vaenlasele. eesti keele oskuse kohapealt ütleks, et aksent on  tuntav, muidu saab enamvähem ilusti hakkama. Kui grantii telefoni võtab vastu naine siis peab ootama kunas mees vastata saab.",Negatiivne
778,"Ei soovita. Peale tellimuse vormistamist keegi ühendust ei võtnud. Paar päeva hiljem nende kodulehte vaadates selgus, et tellitud kaupa nad enam ei müü, kuigi tellimuse vormistamisel oli täitsa olemas ja tarneaeg oli 1-2 tp.  ",Negatiivne
779,"Täiesti fail firma, tellin toote ära, selgub siis, et ma pean sellele ise järgi minema, sest saata keegi seda ei viitsi mulle.",Negatiivne
783,Üldiselt jäin rahule. Juku on vist millestki valesti aru saanud. Mulle saadeti küll jupid koju kätte.,Positiivne
784,"2 korda tellinud sealt, mõlemad korrad vägagi rahule jäänud, eriti viimane kord kui lao kaupadel 50% allahindlust oli.",Positiivne
785,Minu kogemus Klick arvutipoega on negatiivne. ,Negatiivne
787,"Esimest korda sai tellitud neilt kaupa. Ilusasti pakendatud, soovitan soojalt! (:",Positiivne
788,Kiire ja korralik teenindus!,Positiivne
789,2 korda juba ostnud sealt. Kaup kiirelt käes.,Positiivne
790,"tip-top, tasub soodukat küsida, ma sain HP Probooki pealt küsimise peale 30 euri alla, viisakas",Positiivne
791,"Rahul meeldiva teenindusega, tellimisel tehtud apsaka saime kiirelt lahendatud. Kaup lõunaeestisse kohal vähem kui 24h jooksul. ",Positiivne
792,Tellisin umbes kuu tagasi telefoni ja ka muud lisavarustust läbi kännuka kodulehekülje (ise elan võrus) ja minuga võeti ühendust praktiliselt kohe peale tellimist ja peale tasumist saadeti kulleriga kaup välja ning saingi enda telefoni koos lisadega kätte juba järgmise päeva õhtul :) jäin teeninduse ning kiirusega väga rahule!,Positiivne
793,"Покупали телевизор 40"" ",Neutraalne
794,Ostsin Canoni kombaini.Sain järgmine päev kätte.Kõik oli OK. ,Positiivne
796,"Jamh, ehga sellega ole nii, et osad saavad kauba kätte varem, ja osad hiljem. muidu aga hea e-pood, kus palju tooteid jms.",Positiivne
797,"Eriti ei usalda, kuna kui tellisin oma moblale kõrvaklapid läks ikka päris kaua aega enne kui kätte sain. Enne seda olin juba mitu korda sinna helistanud ,aga mitte kunagi ei võetud toru vastu ükskõik mis ajal helistada. Lõpuks saatsin meili neile ja mingi 2 nädala pärast vastasid nad, et kaup on juba ammu kohal. No ma ei tea :/",Negatiivne
801,"Aega võttis aga asja sai, 5+ teendndus",Positiivne
802,"Sain emaplaadi,olen rahul!",Positiivne
803,"Mina ootan oma kaupa juba mitu päeva, kuigi lubatakse 1-3 päeva jooksul!",Neutraalne
804,Suur tänu Modikomp olete super ni sama edasi.Hind 5+.,Positiivne
805,Sain mis tahtsin - odavamalt kui lootsin ja kiiremini kui lootsin. Väga positiivne kogemus.,Positiivne
806,"Leidsin neilt linna odavaima class 10 16GB microSD mälukaardi pakkumise (27€). Suhtlus korrektne, kuller kaubaga peagi kohal. Kiidan!",Positiivne
807,"Leidsin neilt linna odavaima class 10 16GB microSD mälukaardi pakkumise (27€). Suhtlus korrektne, kuller kaubaga peagi kohal. Kiidan!",Positiivne
809,"Tellisin välise kõvaketta, mis saabus täitsa kärmelt. Suhtlemine meili teel oli korrektne ja meeldiv.",Positiivne
810,"Tellisin välise kõvaketta, mis saabus täitsa kärmelt. Suhtlemine meili teel oli korrektne ja meeldiv.",Positiivne
812,Suurepärane teenus. Kaup  ühe päevaga kätte.,Positiivne
813,Teenindamine suurepärane. Kaup ühe päevaga kätte.,Positiivne
815,priima koht,Positiivne
816,5 tärni,Positiivne
