number,suffix,pos,form,ending
(|[2-9]|([1-9][0-9]*[02-9]))2$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))2$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))2$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))2$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))2$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))2$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))2$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))2$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))2$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))3$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))3$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))3$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))3$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))4$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))4$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))4$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))4$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))4$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))4$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))4$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))4$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))4$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))4$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))5$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))5$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))5$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))5$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))5$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))5$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))5$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))5$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))5$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))5$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))6$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))6$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))6$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))6$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))6$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))6$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))6$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))6$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))6$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))6$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))7$,ta,O,sg ab,ta
(|[2-9]|([1-9][0-9]*[02-9]))7$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))7$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))7$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))7$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))7$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))7$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))7$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))7$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))7$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))7$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))8$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))8$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))8$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))8$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))8$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))8$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))8$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))8$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))8$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))8$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))9$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))9$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))9$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))9$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))9$,sse,O,sg ill,sse
(|[2-9]|([1-9][0-9]*[02-9]))9$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))9$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))9$,ni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))9$,ks,O,sg tr,ks
0$,ta,O,sg ab,ta
0$,lt,O,sg abl,lt
0$,l,O,sg ad,l
0$,le,O,sg all,le
0$,st,O,sg el,st
0$,s,O,sg in,s
0$,ga,O,sg kom,ga
0$,ni,O,sg ter,ni
0$,ks,O,sg tr,ks
([1-9][0-9]*)?1[1-9]$,te,N,pl g,te
([1-9][0-9]*)?1[1-9]$,is,N,pl in,is
([1-9][0-9]*)?1[1-9]$,tes,N,pl in,tes
([1-9][0-9]*)?1[1-9]$,d,N,pl n,d
([1-9][0-9]*)?1[1-9]$,el,N,sg ad,l
([1-9][0-9]*)?1[1-9]$,nel,N,sg ad,l
([1-9][0-9]*)?1[1-9]$,nele,N,sg all,le
([1-9][0-9]*)?1[1-9]$,est,N,sg el,st
([1-9][0-9]*)?1[1-9]$,nest,N,sg el,st
([1-9][0-9]*)?1[1-9]$,nesse,N,sg ill,sse
([1-9][0-9]*)?1[1-9]$,nes,N,sg in,s
([1-9][0-9]*)?1[1-9]$,es,N,sg in,s
([1-9][0-9]*)?1[1-9]$,nega,N,sg kom,ga
([1-9][0-9]*)?1[1-9]$,neni,N,sg ter,ni
([1-9][0-9]*)?1[1-9]$,neks,N,sg tr,ks
([1-9][0-9]*)?1[1-9]$,te,O,pl g,te
([1-9][0-9]*)?1[1-9]$,is,O,pl in,is
([1-9][0-9]*)?1[1-9]$,tes,O,pl in,tes
([1-9][0-9]*)?1[1-9]$,d,O,pl n,d
([1-9][0-9]*)?1[1-9]$,nendal,O,sg ad,l
([1-9][0-9]*)?1[1-9]$,dal,O,sg ad,l
([1-9][0-9]*)?1[1-9]$,endal,O,sg ad,l
([1-9][0-9]*)?1[1-9]$,al,O,sg ad,l
([1-9][0-9]*)?1[1-9]$,dast,O,sg el,st
([1-9][0-9]*)?1[1-9]$,nendast,O,sg el,st
([1-9][0-9]*)?1[1-9]$,das,O,sg in,s
([1-9][0-9]*)?1[1-9]$,t,O,sg p,t
([1-9][0-9]*)?1[1-9]$,dat,O,sg p,t
([1-9][0-9]*)?1[1-9]$,daks,O,sg tr,ks
([1-9][0-9]*)?1[1-9]\.$,l,O,sg ad,l
([1-9][0-9]*)?1[1-9]\.$,ndal,O,sg ad,l
([1-9][0-9]*)?1[1-9]\.$,le,O,sg all,le
([1-9][0-9]*)?1[1-9]\.$,ndast,O,sg el,st
([1-9][0-9]*)?1[1-9]\.$,ast,O,sg el,st
([1-9][0-9]*)?1[1-9]\.$,st,O,sg el,st
([1-9][0-9]*)?1[1-9]\.$,ndana,O,sg es,na
([1-9][0-9]*)?1[1-9]\.$,na,O,sg es,na
([1-9][0-9]*)?1[1-9]\.$,s,O,sg in,s
([1-9][0-9]*)?1[1-9]\.$,ndat,O,sg p,t
([1-9][0-9]*)?1[1-9]\.$,ks,O,sg tr,ks
([1-9][0-9]*)?[1-9]0$,il,N,pl ad,il
([1-9][0-9]*)?[1-9]0$,tel,N,pl ad,tel
([1-9][0-9]*)?[1-9]0$,tele,N,pl all,tele
([1-9][0-9]*)?[1-9]0$,ist,N,pl el,ist
([1-9][0-9]*)?[1-9]0$,test,N,pl el,test
([1-9][0-9]*)?[1-9]0$,te,N,pl g,te
([1-9][0-9]*)?[1-9]0$,tesse,N,pl ill,tesse
([1-9][0-9]*)?[1-9]0$,tes,N,pl in,tes
([1-9][0-9]*)?[1-9]0$,tega,N,pl kom,tega
([1-9][0-9]*)?[1-9]0$,ned,N,pl n,d
([1-9][0-9]*)?[1-9]0$,d,N,pl n,d
([1-9][0-9]*)?[1-9]0$,ed,N,pl n,d
([1-9][0-9]*)?[1-9]0$,id,N,pl p,id
([1-9][0-9]*)?[1-9]0$,neid,N,pl p,id
([1-9][0-9]*)?[1-9]0$,eid,N,pl p,id
([1-9][0-9]*)?[1-9]0$,teni,N,pl ter,teni
([1-9][0-9]*)?[1-9]0$,nelt,N,sg abl,lt
([1-9][0-9]*)?[1-9]0$,elt,N,sg abl,lt
([1-9][0-9]*)?[1-9]0$,el,N,sg ad,l
([1-9][0-9]*)?[1-9]0$,nel,N,sg ad,l
([1-9][0-9]*)?[1-9]0$,nele,N,sg all,le
([1-9][0-9]*)?[1-9]0$,ele,N,sg all,le
([1-9][0-9]*)?[1-9]0$,nest,N,sg el,st
([1-9][0-9]*)?[1-9]0$,est,N,sg el,st
([1-9][0-9]*)?[1-9]0$,nena,N,sg es,na
([1-9][0-9]*)?[1-9]0$,esse,N,sg ill,sse
([1-9][0-9]*)?[1-9]0$,nesse,N,sg ill,sse
([1-9][0-9]*)?[1-9]0$,nes,N,sg in,s
([1-9][0-9]*)?[1-9]0$,es,N,sg in,s
([1-9][0-9]*)?[1-9]0$,ega,N,sg kom,ga
([1-9][0-9]*)?[1-9]0$,nega,N,sg kom,ga
([1-9][0-9]*)?[1-9]0$,neni,N,sg ter,ni
([1-9][0-9]*)?[1-9]0$,eks,N,sg tr,ks
([1-9][0-9]*)?[1-9]0$,neks,N,sg tr,ks
([1-9][0-9]*)?[1-9]0$,nendail,O,pl ad,il
([1-9][0-9]*)?[1-9]0$,dail,O,pl ad,il
([1-9][0-9]*)?[1-9]0$,il,O,pl ad,il
([1-9][0-9]*)?[1-9]0$,nendatel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0$,datel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0$,tel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0$,tele,O,pl all,tele
([1-9][0-9]*)?[1-9]0$,ist,O,pl el,ist
([1-9][0-9]*)?[1-9]0$,nendaist,O,pl el,ist
([1-9][0-9]*)?[1-9]0$,nendatest,O,pl el,test
([1-9][0-9]*)?[1-9]0$,test,O,pl el,test
([1-9][0-9]*)?[1-9]0$,datest,O,pl el,test
([1-9][0-9]*)?[1-9]0$,date,O,pl g,te
([1-9][0-9]*)?[1-9]0$,nendate,O,pl g,te
([1-9][0-9]*)?[1-9]0$,te,O,pl g,te
([1-9][0-9]*)?[1-9]0$,nendatesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0$,tesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0$,datesse,O,pl ill,tesse
([1-9][0-9]*)?[1-9]0$,dates,O,pl in,tes
([1-9][0-9]*)?[1-9]0$,tes,O,pl in,tes
([1-9][0-9]*)?[1-9]0$,datega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0$,nendatega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0$,tega,O,pl kom,tega
([1-9][0-9]*)?[1-9]0$,dad,O,pl n,d
([1-9][0-9]*)?[1-9]0$,ad,O,pl n,d
([1-9][0-9]*)?[1-9]0$,d,O,pl n,d
([1-9][0-9]*)?[1-9]0$,nendad,O,pl n,d
([1-9][0-9]*)?[1-9]0$,id,O,pl p,id
([1-9][0-9]*)?[1-9]0$,nendaid,O,pl p,id
([1-9][0-9]*)?[1-9]0$,daid,O,pl p,id
([1-9][0-9]*)?[1-9]0$,teni,O,pl ter,teni
([1-9][0-9]*)?[1-9]0$,dateks,O,pl tr,teks
([1-9][0-9]*)?[1-9]0$,dal,O,sg ad,l
([1-9][0-9]*)?[1-9]0$,nendal,O,sg ad,l
([1-9][0-9]*)?[1-9]0$,dast,O,sg el,st
([1-9][0-9]*)?[1-9]0$,endas,O,sg in,s
([1-9][0-9]*)?[1-9]0$,nendas,O,sg in,s
([1-9][0-9]*)?[1-9]0$,das,O,sg in,s
([1-9][0-9]*)?[1-9]0$,aga,O,sg kom,ga
([1-9][0-9]*)?[1-9]0$,nendat,O,sg p,t
([1-9][0-9]*)?[1-9]0$,t,O,sg p,t
([1-9][0-9]*)?[1-9]0$,dat,O,sg p,t
([1-9][0-9]*)?[1-9]0$,daks,O,sg tr,ks
([1-9][0-9]*)?[1-9]00$,dele,N,pl all,dele
([1-9][0-9]*)?[1-9]00$,dest,N,pl el,dest
([1-9][0-9]*)?[1-9]00$,de,N,pl g,de
([1-9][0-9]*)?[1-9]00$,jad,N,pl n,d
([1-9][0-9]*)?[1-9]00$,d,N,pl n,d
([1-9][0-9]*)?[1-9]00$,sid,N,pl p,sid
([1-9][0-9]*)?[1-9]00$,u,N,pl p,u
([1-9][0-9]*)?[1-9]00$,as,N,sg in,s
([1-9][0-9]*)?[1-9]00$,t,N,sg p,t
([1-9][0-9]*)?[1-9]00$,il,O,pl ad,il
([1-9][0-9]*)?[1-9]00$,te,O,pl g,te
([1-9][0-9]*)?[1-9]00$,is,O,pl in,is
([1-9][0-9]*)?[1-9]00$,d,O,pl n,d
([1-9][0-9]*)?[1-9]00$,iks,O,pl tr,iks
([1-9][0-9]*)?[1-9]00$,as,O,sg in,s
([1-9][0-9]*)?[1-9]00$,t,O,sg p,t
([1-9][0-9]*)?[1-9]00\.$,l,O,sg ad,l
([1-9][0-9]*)?[1-9]00\.$,ndas,O,sg in,s
([1-9][0-9]*)?[1-9]00\.$,ga,O,sg kom,ga
([1-9][0-9]*)?[1-9]00\.$,aga,O,sg kom,ga
([1-9][0-9]*)?[1-9]00\.$,ndat,O,sg p,t
([1-9][0-9]*)?[1-9]0\.$,il,O,pl ad,il
([1-9][0-9]*)?[1-9]0\.$,ndatel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0\.$,tel,O,pl ad,tel
([1-9][0-9]*)?[1-9]0\.$,ndatest,O,pl el,test
([1-9][0-9]*)?[1-9]0\.$,date,O,pl g,te
([1-9][0-9]*)?[1-9]0\.$,te,O,pl g,te
([1-9][0-9]*)?[1-9]0\.$,ndate,O,pl g,te
([1-9][0-9]*)?[1-9]0\.$,d,O,pl n,d
([1-9][0-9]*)?[1-9]0\.$,ndad,O,pl n,d
([1-9][0-9]*)?[1-9]0\.$,ndaid,O,pl p,id
([1-9][0-9]*)?[1-9]0\.$,l,O,sg ad,l
([1-9][0-9]*)?[1-9]0\.$,ndal,O,sg ad,l
([1-9][0-9]*)?[1-9]0\.$,le,O,sg all,le
([1-9][0-9]*)?[1-9]0\.$,ndale,O,sg all,le
([1-9][0-9]*)?[1-9]0\.$,ga,O,sg kom,ga
([1-9][0-9]*)?[1-9]0\.$,ndat,O,sg p,t
([1-9][0-9]*)?[1-9]0\.$,ks,O,sg tr,ks
"([1-9][0-9]*)?[1-9]0{3,5}$",ndetel,N,pl ad,tel
"([1-9][0-9]*)?[1-9]0{3,5}$",detel,N,pl ad,tel
"([1-9][0-9]*)?[1-9]0{3,5}$",te,N,pl g,te
"([1-9][0-9]*)?[1-9]0{3,5}$",d,N,pl n,d
"([1-9][0-9]*)?[1-9]0{3,5}$",nded,N,pl n,d
"([1-9][0-9]*)?[1-9]0{3,5}$",deid,N,pl p,id
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeid,N,pl p,id
"([1-9][0-9]*)?[1-9]0{3,5}$",ini,N,pl ter,ini
"([1-9][0-9]*)?[1-9]0{3,5}$",el,N,sg ad,l
"([1-9][0-9]*)?[1-9]0{3,5}$",ndel,N,sg ad,l
"([1-9][0-9]*)?[1-9]0{3,5}$",ndest,N,sg el,st
"([1-9][0-9]*)?[1-9]0{3,5}$",ndes,N,sg in,s
"([1-9][0-9]*)?[1-9]0{3,5}$",des,N,sg in,s
"([1-9][0-9]*)?[1-9]0{3,5}$",es,N,sg in,s
"([1-9][0-9]*)?[1-9]0{3,5}$",dega,N,sg kom,ga
"([1-9][0-9]*)?[1-9]0{3,5}$",ega,N,sg kom,ga
"([1-9][0-9]*)?[1-9]0{3,5}$",ndega,N,sg kom,ga
"([1-9][0-9]*)?[1-9]0{3,5}$",et,N,sg p,t
"([1-9][0-9]*)?[1-9]0{3,5}$",det,N,sg p,t
"([1-9][0-9]*)?[1-9]0{3,5}$",t,N,sg p,t
"([1-9][0-9]*)?[1-9]0{3,5}$",ndet,N,sg p,t
"([1-9][0-9]*)?[1-9]0{3,5}$",eni,N,sg ter,ni
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeni,N,sg ter,ni
"([1-9][0-9]*)?[1-9]0{3,5}$",ndeks,N,sg tr,ks
"([1-9][0-9]*)?[1-9]0{3,5}$",te,O,pl g,te
"([1-9][0-9]*)?[1-9]0{3,5}$",d,O,pl n,d
"([1-9][0-9]*)?[1-9]0{3,5}$",ini,O,pl ter,ini
"([1-9][0-9]*)?[1-9]0{3,5}$",dal,O,sg ad,l
"([1-9][0-9]*)?[1-9]0{3,5}$",t,O,sg p,t
"([1-9][0-9]*)?[1-9]0{3,5}\.$",l,O,sg ad,l
"([1-9][0-9]*)?[1-9]0{3,5}\.$",ndal,O,sg ad,l
"([1-9][0-9]*)?[1-9]0{3,5}\.$",st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))1$,de,N,pl g,de
(|[2-9]|([1-9][0-9]*[02-9]))1$,tede,N,pl g,de
(|[2-9]|([1-9][0-9]*[02-9]))1$,ed,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))1$,d,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))1$,sid,N,pl p,sid
(|[2-9]|([1-9][0-9]*[02-9]))1$,ele,N,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))1$,est,N,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))1$,es,N,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))1$,eks,N,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))1$,sse,O,adt,se
(|[2-9]|([1-9][0-9]*[02-9]))1$,se,O,adt,se
(|[2-9]|([1-9][0-9]*[02-9]))1$,sil,O,pl ad,il
(|[2-9]|([1-9][0-9]*[02-9]))1$,stel,O,pl ad,tel
(|[2-9]|([1-9][0-9]*[02-9]))1$,te,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))1$,ste,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))1$,ed,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))1$,d,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))1$,i,O,pl p,i
(|[2-9]|([1-9][0-9]*[02-9]))1$,selt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))1$,sel,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))1$,ele,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))1$,sele,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))1$,sest,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))1$,est,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))1$,sena,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))1$,es,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))1$,ses,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))1$,t,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))1$,est,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))1$,st,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))1$,seks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))1$,eks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))1\.$,lt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))1\.$,sel,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))1\.$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))1\.$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))1\.$,ga,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))1\.$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))2$,de,N,pl g,de
(|[2-9]|([1-9][0-9]*[02-9]))2$,tedega,N,pl kom,dega
(|[2-9]|([1-9][0-9]*[02-9]))2$,d,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))2$,ed,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))2$,tesid,N,pl p,sid
(|[2-9]|([1-9][0-9]*[02-9]))2$,sid,N,pl p,sid
(|[2-9]|([1-9][0-9]*[02-9]))2$,elt,N,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))2$,el,N,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))2$,ele,N,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))2$,est,N,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))2$,es,N,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))2$,ega,N,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))2$,eni,N,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))2$,eks,N,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))2$,test,O,pl el,test
(|[2-9]|([1-9][0-9]*[02-9]))2$,ste,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))2$,te,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))2$,sed,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))2$,d,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))2$,ed,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))2$,selt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))2$,elt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))2$,sel,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))2$,el,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))2$,ele,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))2$,sele,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))2$,sest,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))2$,est,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))2$,sena,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))2$,es,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))2$,ses,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))2$,sega,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))2$,ega,O,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))2$,t,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))2$,st,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))2$,eni,O,sg ter,ni
(|[2-9]|([1-9][0-9]*[02-9]))2$,eks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))2$,seks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,le,O,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,st,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,na,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,s,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,st,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))2\.$,ks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))3$,de,N,pl g,de
(|[2-9]|([1-9][0-9]*[02-9]))3$,des,N,pl in,des
(|[2-9]|([1-9][0-9]*[02-9]))3$,dega,N,pl kom,dega
(|[2-9]|([1-9][0-9]*[02-9]))3$,d,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3$,ed,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3$,i,N,pl p,i
(|[2-9]|([1-9][0-9]*[02-9]))3$,sid,N,pl p,sid
(|[2-9]|([1-9][0-9]*[02-9]))3$,esid,N,pl p,sid
(|[2-9]|([1-9][0-9]*[02-9]))3$,deks,N,pl tr,deks
(|[2-9]|([1-9][0-9]*[02-9]))3$,elt,N,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3$,el,N,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3$,ele,N,sg all,le
(|[2-9]|([1-9][0-9]*[02-9]))3$,est,N,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3$,es,N,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3$,ega,N,sg kom,ga
(|[2-9]|([1-9][0-9]*[02-9]))3$,eks,N,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))3$,te,O,pl g,te
(|[2-9]|([1-9][0-9]*[02-9]))3$,d,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3$,ad,O,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))3$,ini,O,pl ter,ini
(|[2-9]|([1-9][0-9]*[02-9]))3$,andalt,O,sg abl,lt
(|[2-9]|([1-9][0-9]*[02-9]))3$,dal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3$,dast,O,sg el,st
(|[2-9]|([1-9][0-9]*[02-9]))3$,dana,O,sg es,na
(|[2-9]|([1-9][0-9]*[02-9]))3$,andas,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3$,as,O,sg in,s
(|[2-9]|([1-9][0-9]*[02-9]))3$,andat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))3$,t,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))3$,dat,O,sg p,t
(|[2-9]|([1-9][0-9]*[02-9]))3$,andaks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,l,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndal,O,sg ad,l
(|[2-9]|([1-9][0-9]*[02-9]))3\.$,ndaks,O,sg tr,ks
(|[2-9]|([1-9][0-9]*[02-9]))4$,de,N,pl g,de
(|[2-9]|([1-9][0-9]*[02-9]))4$,dega,N,pl kom,dega
(|[2-9]|([1-9][0-9]*[02-9]))4$,jad,N,pl n,d
(|[2-9]|([1-9][0-9]*[02-9]))4$,d,N,pl n,d
